Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,player_1_wins
2007-03-01,International,Outdoor,Hard,Round Robin,3,Johansson T.,Lu Y.,92,80,1
2007-03-01,International,Outdoor,Hard,Round Robin,3,Kuerten G.,Hernych J.,804,84,0
2007-03-01,International,Outdoor,Hard,Round Robin,3,Lopez F.,Henman T.,96,37,1
2007-03-01,International,Outdoor,Hard,Round Robin,3,Melzer J.,Capdeville P.,31,159,1
2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Federer R.,14,1,0
2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Haas T.,Rochus O.,9,34,1
2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Santoro F.,Soderling R.,63,30,0
2007-03-01,International Gold,Outdoor,Hard,Quarterfinals,3,Youzhny M.,Nadal R.,18,2,1
2007-03-02,International Gold,Outdoor,Clay,Quarterfinals,3,Almagro N.,Moya C.,28,47,0
2007-03-02,International Gold,Outdoor,Clay,Quarterfinals,3,Ferrero J.C.,Gaudio G.,25,36,1
2007-03-02,International,Outdoor,Hard,Quarterfinals,3,Querrey S.,Korolev E.,77,99,0
2007-03-02,International,Outdoor,Hard,Quarterfinals,3,Safin M.,Verdasco F.,24,33,1
2007-03-02,International,Outdoor,Hard,Round Robin,3,Johansson T.,Hewitt L.,92,21,0
2007-03-02,International,Outdoor,Hard,Round Robin,3,Safin M.,Kunitsyn I.,24,91,1
2007-03-02,International Gold,Outdoor,Hard,Semifinals,3,Federer R.,Haas T.,1,9,1
2007-03-02,International Gold,Outdoor,Hard,Semifinals,3,Soderling R.,Youzhny M.,30,18,0
2007-03-03,International Gold,Outdoor,Clay,Semifinals,3,Ferrero J.C.,Moya C.,25,47,0
2007-03-03,International,Outdoor,Hard,Quarterfinals,3,Hernych J.,Melzer J.,84,31,0
2007-03-03,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Lopez F.,21,96,1
2007-03-03,International,Outdoor,Hard,Semifinals,3,Korolev E.,Melzer J.,99,31,0
2007-03-03,International Gold,Outdoor,Hard,The Final,3,Youzhny M.,Federer R.,18,1,0
2007-03-04,International Gold,Outdoor,Clay,The Final,3,Chela J.I.,Moya C.,35,47,1
2007-03-04,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Safin M.,21,24,1
2007-03-04,International,Outdoor,Hard,The Final,3,Melzer J.,Hewitt L.,31,21,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Acasuso J.,Grosjean S.,37,51,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Benneteau J.,Monfils G.,46,49,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Del Potro J.M.,Kuerten G.,65,680,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Massu N.,68,50,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Gimelstob J.,Bracciali D.,106,82,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Goldstein P.,Roitman S.,95,69,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Greul S.,Korolev E.,83,71,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Guccione C.,Lopez F.,111,92,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Lee H.T.,59,47,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Kunitsyn I.,Mayer F.,78,45,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Martin A.,63,75,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Monaco J.,Mahut N.,56,94,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Pless K.,Serra F.,84,66,0
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Spadea V.,Koubek S.,70,64,1
2007-03-09,Masters,Outdoor,Hard,1st Round,3,Troicki V.,Clement A.,177,53,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Canas G.,Hajek J.,60,74,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Falla A.,Becker B.,99,38,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Gabashvili T.,Vliegen K.,80,48,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Gicquel M.,Russell M.,42,88,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Henman T.,Hernych J.,44,73,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Kendrick R.,Ginepri R.,87,43,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Kuznetsov A.,Seppi A.,162,102,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Llodra M.,Zib T.,79,136,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Johansson T.,55,85,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Moodie W.,Dlouhy L.,142,109,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Moya C.,Capdeville P.,36,151,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Phau B.,Bjorkman J.,126,39,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Rochus C.,Querrey S.,129,67,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Simon G.,Schuettler R.,40,130,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Tipsarevic J.,Srichaphan P.,100,52,1
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Volandri F.,Horna L.,54,72,0
2007-03-10,Masters,Outdoor,Hard,1st Round,3,Waske A.,Dancevic F.,133,117,0
2007-03-10,Masters,Outdoor,Hard,2nd Round,3,Acasuso J.,Youzhny M.,37,17,1
2007-03-10,Masters,Outdoor,Hard,2nd Round,3,Clement A.,Nadal R.,53,2,0
2007-03-10,Masters,Outdoor,Hard,2nd Round,3,Nieminen J.,Goldstein P.,19,95,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Almagro N.,Johansson T.,32,85,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Calleri A.,Hernych J.,29,73,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Bjorkman J.,31,39,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Gasquet R.,65,16,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Falla A.,Ljubicic I.,99,8,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Federer R.,Canas G.,1,60,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Ferrer D.,Horna L.,15,72,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Mayer F.,23,45,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Fish M.,Mathieu P.H.,22,63,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Baghdatis M.,68,18,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Dancevic F.,5,117,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Hrbaty D.,Gabashvili T.,25,80,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Nalbandian D.,59,10,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Korolev E.,Tursunov D.,71,21,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Lopez F.,Roddick A.,92,3,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Mahut N.,Safin M.,94,24,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Moodie W.,Murray A.,142,14,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Stepanek R.,36,26,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Simon G.,7,40,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Rochus O.,Spadea V.,35,70,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Russell M.,Berdych T.,88,12,1
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Seppi A.,Verdasco F.,102,33,0
2007-03-11,Masters,Outdoor,Hard,2nd Round,3,Soderling R.,Bracciali D.,27,82,1
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Benneteau J.,Melzer J.,46,28,1
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Ginepri R.,Djokovic N.,43,13,0
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Llodra M.,9,79,1
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Querrey S.,Davydenko N.,67,4,0
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Serra F.,Blake J.,66,6,0
2007-03-12,Masters,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Hewitt L.,100,20,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Canas G.,Moya C.,60,36,0
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Gabashvili T.,Haas T.,80,9,0
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Gasquet R.,Nieminen J.,16,19,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Gonzalez F.,Soderling R.,5,27,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Korolev E.,Djokovic N.,71,13,0
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Ljubicic I.,Johansson T.,8,85,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Mahut N.,Murray A.,94,14,0
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Nalbandian D.,Mathieu P.H.,10,63,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Rochus O.,3,35,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Russell M.,Garcia-Lopez G.,88,68,1
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Simon G.,Chela J.I.,40,31,0
2007-03-12,Masters,Outdoor,Hard,3rd Round,3,Tipsarevic J.,Ferrer D.,100,15,0
2007-03-13,Masters,Outdoor,Hard,3rd Round,3,Benneteau J.,Blake J.,46,6,1
2007-03-13,Masters,Outdoor,Hard,3rd Round,3,Ferrero J.C.,Acasuso J.,23,37,1
2007-03-13,Masters,Outdoor,Hard,3rd Round,3,Hernych J.,Davydenko N.,73,4,0
2007-03-13,Masters,Outdoor,Hard,3rd Round,3,Verdasco F.,Nadal R.,33,2,0
2007-03-13,Masters,Outdoor,Hard,4th Round,3,Chela J.I.,Russell M.,31,88,1
2007-03-13,Masters,Outdoor,Hard,4th Round,3,Ferrero J.C.,Nadal R.,23,2,0
2007-03-13,Masters,Outdoor,Hard,4th Round,3,Ljubicic I.,Nalbandian D.,8,10,1
2007-03-14,Masters,Outdoor,Hard,4th Round,3,Benneteau J.,Djokovic N.,46,13,0
2007-03-14,Masters,Outdoor,Hard,4th Round,3,Ferrer D.,Moya C.,15,36,1
2007-03-14,Masters,Outdoor,Hard,4th Round,3,Gasquet R.,Roddick A.,16,3,0
2007-03-14,Masters,Outdoor,Hard,4th Round,3,Murray A.,Davydenko N.,14,4,1
2007-03-15,Masters,Outdoor,Hard,4th Round,3,Gonzalez F.,Haas T.,5,9,0
2007-03-15,Masters,Outdoor,Hard,Quarterfinals,3,Nadal R.,Chela J.I.,2,31,1
2007-03-16,Masters,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Ferrer D.,13,15,1
2007-03-16,Masters,Outdoor,Hard,Quarterfinals,3,Ljubicic I.,Roddick A.,8,3,0
2007-03-17,Masters,Outdoor,Hard,Quarterfinals,3,Haas T.,Murray A.,9,14,0
2007-03-17,Masters,Outdoor,Hard,Semifinals,3,Nadal R.,Roddick A.,2,3,1
2007-03-18,Masters,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,14,13,0
2007-03-18,Masters,Outdoor,Hard,The Final,5,Nadal R.,Djokovic N.,2,13,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Bracciali D.,Mirnyi M.,82,53,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Del Potro J.M.,Bjorkman J.,63,39,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Gabashvili T.,Hajek J.,71,77,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Karlovic I.,66,105,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Goldstein P.,Sweeting R.,97,301,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Guccione C.,Serra F.,103,64,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Haase R.,Monaco J.,139,54,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Kuerten G.,Sluiter R.,670,147,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Lee H.T.,Vassallo-Arguello M.,48,62,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Llodra M.,Koubek S.,76,65,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Martin A.,Johansson T.,94,75,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Massu N.,Lopez F.,50,84,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Mello R.,Hernych J.,127,72,1
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Monfils G.,Bolelli S.,46,113,0
2007-03-21,Masters,Outdoor,Hard,1st Round,3,Vliegen K.,Mathieu P.H.,49,61,0
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Becker B.,Kim K.,43,130,0
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Gicquel M.,Korolev E.,41,68,0
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Spadea V.,42,74,0
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Greul S.,Udomchoke D.,88,79,1
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Grosjean S.,Verkerk M.,57,1517,1
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Kunitsyn I.,Mayer F.,81,45,0
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Querrey S.,Andreev I.,69,200,1
2007-03-22,Masters,Outdoor,Hard,1st Round,3,Starace P.,Kuznetsov A.,91,164,1
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Delic A.,Benneteau J.,89,40,1
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Falla A.,Roitman S.,95,73,1
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Gaudio G.,Ramirez-Hidalgo R.,44,58,1
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Henman T.,Canas G.,47,55,0
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Montanes A.,Clement A.,78,51,0
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Santoro F.,Rochus C.,56,129,1
2007-03-23,Masters,Outdoor,Hard,1st Round,3,Seppi A.,Tipsarevic J.,93,98,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Baghdatis M.,Del Potro J.M.,18,63,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Bolelli S.,Tursunov D.,113,22,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Bracciali D.,Djokovic N.,82,10,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Gabashvili T.,Youzhny M.,71,17,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Rochus O.,66,36,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Johansson T.,5,75,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Llodra M.,Hrbaty D.,76,24,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Mathieu P.H.,Melzer J.,61,29,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Mello R.,Nadal R.,127,2,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Monaco J.,Ferrer D.,54,14,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Murray A.,Goldstein P.,12,97,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Safin M.,Lopez F.,27,84,0
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Serra F.,Blake J.,64,8,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Simon G.,Horna L.,38,70,1
2007-03-23,Masters,Outdoor,Hard,2nd Round,3,Sluiter R.,Kendrick R.,147,87,0
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Canas G.,Ferrero J.C.,55,20,1
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Tipsarevic J.,25,98,1
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Clement A.,Berdych T.,51,15,0
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Grosjean S.,Gasquet R.,57,16,0
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Haas T.,Falla A.,9,95,0
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Korolev E.,Nieminen J.,68,21,0
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Ljubicic I.,Volandri F.,7,52,1
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Spadea V.,11,74,1
2007-03-24,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Vassallo-Arguello M.,3,62,1
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Davydenko N.,Greul S.,4,88,1
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Delic A.,Acasuso J.,89,37,1
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Gaudio G.,Stepanek R.,44,26,0
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Querrey S.,Federer R.,69,1,0
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Kim K.,6,130,1
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Santoro F.,Moya C.,56,32,1
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Starace P.,Almagro N.,91,34,0
2007-03-25,Masters,Outdoor,Hard,2nd Round,3,Verdasco F.,Mayer F.,33,45,0
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Ferrer D.,Bolelli S.,14,113,1
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Gonzalez F.,Mathieu P.H.,5,61,0
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Kendrick R.,Murray A.,87,12,0
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Llodra M.,Djokovic N.,76,10,0
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Lopez F.,Serra F.,84,64,1
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Simon G.,3,38,1
2007-03-25,Masters,Outdoor,Hard,3rd Round,3,Youzhny M.,Del Potro J.M.,17,63,0
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Berdych T.,Chela J.I.,15,25,0
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Delic A.,Davydenko N.,89,4,1
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Falla A.,Stepanek R.,95,26,0
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Federer R.,Almagro N.,1,34,1
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Gasquet R.,Canas G.,16,55,0
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Ljubicic I.,Santoro F.,7,56,1
2007-03-26,Masters,Outdoor,Hard,3rd Round,3,Robredo T.,Mayer F.,6,45,1
2007-03-27,Masters,Outdoor,Hard,3rd Round,3,Nalbandian D.,Nieminen J.,11,21,0
2007-03-27,Masters,Outdoor,Hard,4th Round,3,Chela J.I.,Delic A.,25,89,1
2007-03-27,Masters,Outdoor,Hard,4th Round,3,Federer R.,Canas G.,1,55,0
2007-03-27,Masters,Outdoor,Hard,4th Round,3,Murray A.,Mathieu P.H.,12,61,1
2007-03-27,Masters,Outdoor,Hard,4th Round,3,Roddick A.,Ferrer D.,3,14,1
2007-03-27,Masters,Outdoor,Hard,4th Round,3,Stepanek R.,Robredo T.,26,6,0
2007-03-28,Masters,Outdoor,Hard,4th Round,3,Del Potro J.M.,Nadal R.,63,2,0
2007-03-28,Masters,Outdoor,Hard,4th Round,3,Djokovic N.,Lopez F.,10,84,1
2007-03-28,Masters,Outdoor,Hard,4th Round,3,Nieminen J.,Ljubicic I.,21,7,0
2007-03-29,Masters,Outdoor,Hard,Quarterfinals,3,Chela J.I.,Ljubicic I.,25,7,0
2007-03-29,Masters,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Nadal R.,10,2,1
2007-03-30,Masters,Outdoor,Hard,Quarterfinals,3,Canas G.,Robredo T.,55,6,1
2007-03-30,Masters,Outdoor,Hard,Semifinals,3,Murray A.,Djokovic N.,12,10,0
2007-03-31,Masters,Outdoor,Hard,Semifinals,3,Canas G.,Ljubicic I.,55,7,1
2007-04-01,Masters,Outdoor,Hard,The Final,5,Canas G.,Djokovic N.,55,10,0
2007-04-09,International,Outdoor,Clay,1st Round,3,Gabashvili T.,Simon G.,72,39,0
2007-04-09,International,Outdoor,Clay,1st Round,3,Koubek S.,Hernandez O.,69,87,1
2007-04-09,International,Outdoor,Clay,1st Round,3,Roitman S.,Hernych J.,83,76,1
2007-04-09,International,Outdoor,Clay,1st Round,3,Gimelstob J.,Devilder N.,117,105,0
2007-04-09,International,Outdoor,Clay,1st Round,3,Hanescu V.,Verkerk M.,661,1039,1
2007-04-09,International,Outdoor,Clay,1st Round,3,Karlovic I.,Becker B.,108,44,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Andreev I.,Volandri F.,233,53,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Andujar P.,Greul S.,199,109,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Korolev E.,64,66,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Gensse A.,Ward J.,433,851,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Gulbis E.,Ferrero J.C.,88,21,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Hajek J.,Almagro N.,85,31,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Pless K.,Granollers M.,79,163,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Ventura S.,Mayer F.,366,41,1
2007-04-10,International,Outdoor,Clay,1st Round,3,di Mauro A.,Fornell M.,98,284,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Delic A.,Kendrick R.,70,80,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Fish M.,Vassallo-Arguello M.,24,62,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Gambill J.M.,Monaco J.,671,52,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Goldstein P.,Russell M.,95,68,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Montanes A.,Peya A.,84,93,1
2007-04-10,International,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Vemic D.,60,319,0
2007-04-10,International,Outdoor,Clay,1st Round,3,Sweeting R.,Zabaleta M.,297,156,0
2007-04-11,International,Outdoor,Clay,1st Round,3,Martin A.,Lopez F.,101,71,1
2007-04-11,International,Outdoor,Clay,1st Round,3,Navarro-Pastor I.,Bracciali D.,126,78,1
2007-04-11,International,Outdoor,Clay,1st Round,3,Seppi A.,Falla A.,91,106,0
2007-04-11,International,Outdoor,Clay,1st Round,3,Verdasco F.,Starace P.,35,89,0
2007-04-11,International,Outdoor,Clay,2nd Round,3,Almagro N.,di Mauro A.,31,98,1
2007-04-11,International,Outdoor,Clay,1st Round,3,Burgsmuller L.,Kuznetsov A.,263,165,0
2007-04-11,International,Outdoor,Clay,1st Round,3,Haas T.,Querrey S.,10,67,1
2007-04-11,International,Outdoor,Clay,1st Round,3,Melzer J.,Schuettler R.,28,134,1
2007-04-11,International,Outdoor,Clay,1st Round,3,Sanguinetti D.,Blake J.,107,9,0
2007-04-11,International,Outdoor,Clay,1st Round,3,Spadea V.,Ginepri R.,77,46,1
2007-04-11,International,Outdoor,Clay,2nd Round,3,Hanescu V.,Melzer J.,661,28,0
2007-04-11,International,Outdoor,Clay,2nd Round,3,Montanes A.,Vemic D.,84,319,1
2007-04-12,International,Outdoor,Clay,2nd Round,3,Falla A.,Ventura S.,106,366,0
2007-04-12,International,Outdoor,Clay,2nd Round,3,Gensse A.,Navarro-Pastor I.,433,126,0
2007-04-12,International,Outdoor,Clay,2nd Round,3,Granollers M.,Simon G.,163,39,1
2007-04-12,International,Outdoor,Clay,2nd Round,3,Martin A.,Ferrero J.C.,101,21,1
2007-04-12,International,Outdoor,Clay,2nd Round,3,Roitman S.,Korolev E.,83,66,0
2007-04-12,International,Outdoor,Clay,2nd Round,3,Starace P.,Andujar P.,89,199,1
2007-04-12,International,Outdoor,Clay,1st Round,3,Grosjean S.,Hartfield D.,58,81,0
2007-04-12,International,Outdoor,Clay,2nd Round,3,Monaco J.,Delic A.,52,70,1
2007-04-12,International,Outdoor,Clay,2nd Round,3,Russell M.,Spadea V.,68,77,0
2007-04-12,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Fish M.,156,24,1
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Korolev E.,Navarro-Pastor I.,66,126,0
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Martin A.,Ventura S.,101,366,0
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Starace P.,Granollers M.,89,163,1
2007-04-13,International,Outdoor,Clay,2nd Round,3,Haas T.,Devilder N.,10,105,1
2007-04-13,International,Outdoor,Clay,2nd Round,3,Kuznetsov A.,Blake J.,165,9,0
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Karlovic I.,Haas T.,108,10,1
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Melzer J.,Zabaleta M.,28,156,0
2007-04-13,International,Outdoor,Clay,Quarterfinals,3,Spadea V.,Montanes A.,77,84,0
2007-04-14,International,Outdoor,Clay,Semifinals,3,Starace P.,Navarro-Pastor I.,89,126,1
2007-04-14,International,Outdoor,Clay,Semifinals,3,Ventura S.,Almagro N.,366,31,0
2007-04-14,International,Outdoor,Clay,Quarterfinals,3,Blake J.,Monaco J.,9,52,1
2007-04-14,International,Outdoor,Clay,Semifinals,3,Montanes A.,Karlovic I.,84,108,0
2007-04-15,Masters,Outdoor,Clay,1st Round,3,Balleret B.,Benneteau J.,234,41,0
2007-04-15,Masters,Outdoor,Clay,1st Round,3,Bjorkman J.,Lee H.T.,39,49,0
2007-04-15,Masters,Outdoor,Clay,1st Round,3,Clement A.,Serra F.,51,67,1
2007-04-15,Masters,Outdoor,Clay,1st Round,3,Safin M.,Nieminen J.,26,20,1
2007-04-15,International,Outdoor,Clay,The Final,3,Almagro N.,Starace P.,31,89,1
2007-04-15,International,Outdoor,Clay,Semifinals,3,Zabaleta M.,Blake J.,156,9,1
2007-04-15,International,Outdoor,Clay,The Final,3,Zabaleta M.,Karlovic I.,156,108,0
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Andreev I.,Acasuso J.,235,36,1
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Baghdatis M.,Mirnyi M.,18,54,0
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Ferrero J.C.,Henman T.,21,48,1
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Mathieu P.H.,Vliegen K.,56,52,0
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Mayer F.,Gicquel M.,40,46,0
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Nalbandian D.,Luzzi F.,12,133,1
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Seppi A.,Gabashvili T.,101,73,1
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Soderling R.,Rochus O.,28,37,1
2007-04-16,Masters,Outdoor,Clay,1st Round,3,Tursunov D.,Gaudio G.,23,45,0
